name,record,height,weight,reach,stance,dob,slpm,str_ acc__%,sapm,str_ def_%,td avg.,td acc__%,td def__%,sub. avg.,cluster
Kazula Vargas,Record: 12-5-0,172.72,70.31,180.34,Unorthodox,"Aug 15, 1985",3.65,53,1.77,57,0.4,25,30,0.4,1
Mike Grundy,Record: 12-4-0,170.18,65.77,182.88,Orthodox,"Jan 03, 1987",2.09,45,4.45,56,4.06,28,50,0.4,2
Timur Valiev,Record: 18-3-0 (1 NC),167.64,61.23,170.18,Orthodox,"Jan 19, 1990",5.19,53,3.33,45,1.73,40,55,0.3,4
Marlon Moraes,Record: 23-10-1,167.64,61.23,170.18,Orthodox,"Apr 26, 1988",3.37,40,4.53,54,0.87,41,46,0.3,4
Sabina Mazo,Record: 9-4-0,170.18,56.7,177.8,Orthodox,"Mar 25, 1997",6.1,43,4.35,57,0.65,80,59,0.2,4
Kris Moutinho,Record: 9-6-0,170.18,61.23,172.72,Unorthodox,"Aug 09, 1992",4.86,32,15.48,28,0.0,0,0,0.0,1
Alex Oliveira,Record: 22-12-1 (2 NC),180.34,77.11,193.04,Orthodox,"Feb 21, 1988",2.99,51,2.55,46,2.35,38,63,0.6,2
Greg Hardy,Record: 7-5-0 (1 NC),195.58,120.2,203.2,Orthodox,"Jul 28, 1988",4.79,50,3.31,55,0.2,33,64,0.0,4
Devonte Smith,Record: 11-4-0,175.26,70.31,193.04,Orthodox,"Jul 30, 1993",4.55,53,3.91,49,0.35,25,85,0.3,4
Rongzhu,Record: 25-5-0,175.26,70.31,182.88,Orthodox,"Mar 07, 2000",5.47,50,5.6,45,2.09,62,85,0.2,4
Alejandro Perez,Record: 23-9-1,167.64,61.23,170.18,Orthodox,"Sep 02, 1989",3.45,35,3.18,61,0.54,22,70,0.3,4
Micheal Gillmore,Record: 6-5-0,180.34,77.11,182.88,Orthodox,"Mar 28, 1987",2.04,57,3.02,43,0.0,0,50,0.0,1
Chas Skelly,Record: 19-3-0 (1 NC),180.34,65.77,182.88,Orthodox,"May 11, 1985",2.01,40,3.21,49,1.74,34,39,2.3,2
Mark Striegl,Record: 18-4-0 (1 NC),172.72,65.77,177.8,Unorthodox,"Jun 23, 1988",1.4,45,4.07,40,0.0,0,66,0.0,1
Jesse Strader,Record: 5-3-0,170.18,61.23,177.8,Orthodox,"May 29, 1991",5.03,51,5.28,47,3.87,57,100,0.0,4
Roxanne Modafferi,Record: 25-21-0,170.18,56.7,175.26,Orthodox,"Sep 24, 1982",3.35,30,5.7,51,1.35,23,30,0.1,1
Fabio Cherant,Record: 7-4-0,185.42,92.99,187.96,Unorthodox,"Nov 25, 1994",1.35,40,4.89,38,0.0,0,0,0.0,1
Alexis Davis,Record: 21-11-0,167.64,61.23,172.72,Orthodox,"Oct 04, 1984",4.63,49,4.45,54,0.95,44,34,0.7,4
Danilo Marques,Record: 11-4-0,198.12,92.99,195.58,Orthodox,"Dec 26, 1985",1.44,79,2.52,52,3.93,28,0,0.8,2
Francis Ngannou,Record: 17-3-0,193.04,113.4,210.82,Orthodox,"Sep 05, 1986",2.33,41,2.16,41,0.76,62,71,0.3,2
Rogerio Bontorin,Record: 16-4-0 (2 NC),165.1,56.7,170.18,Orthodox,"Apr 25, 1992",2.63,52,3.27,50,2.9,60,51,1.0,2
Dakota Bush,Record: 8-4-0,177.8,70.31,185.42,Orthodox,"Jun 09, 1994",2.77,38,4.42,41,2.4,33,0,0.0,1
Sijara Eubanks,Record: 8-7-0,162.56,56.7,170.18,Orthodox,"Apr 27, 1985",4.3,43,3.43,57,1.9,44,66,0.3,4
Andre Ewell,Record: 17-9-0,172.72,65.77,190.5,Unorthodox,"Jan 21, 1988",4.28,40,4.87,51,0.36,75,72,0.1,4
Matt Sayles,Record: 8-4-0,170.18,70.31,172.72,Orthodox,"Feb 21, 1994",4.83,41,2.81,61,0.36,16,81,0.7,4
Ryan Hall,Record: 9-2-0,177.8,65.77,177.8,Unorthodox,"Feb 22, 1985",2.38,50,1.33,65,0.22,9,0,2.2,1
Maki Pitolo,Record: 13-9-0,177.8,83.91,190.5,Orthodox,"Nov 24, 1990",4.1,44,3.93,55,2.24,52,50,0.8,2
Mallory Martin,Record: 7-5-0,162.56,52.16,160.02,Orthodox,"Jan 29, 1994",4.42,48,6.64,55,2.28,43,25,0.3,4
Chris Gruetzemacher,Record: 15-5-0,172.72,70.31,172.72,Orthodox,"Jun 16, 1986",6.18,57,4.96,52,0.21,50,65,0.0,4
Sean Soriano,Record: 14-8-0,175.26,65.77,177.8,Orthodox,"Oct 06, 1989",3.18,61,2.14,56,1.33,55,52,0.0,2
Ben Rothwell,Record: 39-14-0,193.04,120.2,198.12,Orthodox,"Oct 17, 1981",3.71,42,4.63,47,0.68,34,70,0.4,4
Felicia Spencer,Record: 9-3-0,167.64,65.77,172.72,Orthodox,"Nov 29, 1990",3.21,48,4.54,45,1.18,18,27,0.2,1
Leah Letson,Record: 5-3-0,170.18,65.77,180.34,Unorthodox,"Aug 21, 1992",3.06,41,3.84,52,0.51,50,76,0.0,4
Collin Anglin,Record: 8-3-0,175.26,65.77,180.34,Orthodox,"Feb 20, 1993",4.59,48,5.54,51,2.28,66,100,0.0,4
Liana Jojua,Record: 8-5-0,162.56,56.7,157.48,Orthodox,"Mar 22, 1995",2.42,30,5.32,54,1.71,66,50,1.3,2
Al Iaquinta,Record: 14-7-1,177.8,70.31,177.8,Orthodox,"Apr 30, 1987",4.06,40,4.53,61,0.63,18,74,0.2,4
Jordan Williams,Record: 9-6-0 (1 NC),185.42,83.91,190.5,Unorthodox,"Oct 13, 1990",5.83,50,5.46,35,1.11,50,85,0.0,4
Gian Villante,Record: 17-14-0,190.5,104.33,193.04,Orthodox,"Aug 18, 1985",4.38,44,5.47,55,0.45,23,83,0.0,4
John Allan,Record: 13-7-0 (1 NC),185.42,92.99,190.5,Orthodox,"Feb 22, 1993",3.56,42,5.74,52,1.4,71,50,0.8,2
Shamil Gamzatov,Record: 14-1-0,187.96,92.99,193.04,Orthodox,"Aug 09, 1990",5.35,48,3.46,51,0.0,0,50,0.0,4
Hu Yaozong,Record: 3-3-0,190.5,83.91,182.88,Orthodox,"Apr 07, 1995",3.35,48,5.09,35,0.0,0,33,0.4,1
Laureano Staropoli,Record: 9-5-0,185.42,83.91,180.34,Orthodox,"Feb 27, 1993",3.31,34,3.73,54,0.83,26,48,0.0,1
Khama Worthy,Record: 16-9-0,180.34,70.31,187.96,Orthodox,"Oct 15, 1986",4.18,48,4.45,46,0.0,0,57,0.7,4
Randa Markos,Record: 11-12-1,162.56,52.16,160.02,Orthodox,"Aug 10, 1985",2.97,43,3.1,58,1.12,28,52,0.2,4
Livinha Souza,Record: 14-4-0,160.02,52.16,160.02,Orthodox,"Mar 11, 1991",1.75,45,3.6,56,2.54,45,40,1.4,2
Zviad Lazishvili,Record: 13-1-0,167.64,61.23,175.26,Orthodox,"Oct 25, 1991",4.2,39,6.13,51,0.0,0,0,0.0,1
Carlos Felipe,Record: 11-2-0,182.88,111.13,190.5,Orthodox,"Jan 12, 1995",4.88,45,5.6,50,0.0,0,72,0.0,4
Andrew Sanchez,Record: 13-7-0,185.42,83.91,187.96,Orthodox,"Apr 08, 1988",4.3,43,5.1,50,2.55,36,100,0.0,4
Bethe Correia,Record: 11-6-1,165.1,61.23,162.56,Orthodox,"Jun 22, 1983",4.37,43,4.93,56,0.39,18,85,0.0,4
Gaetano Pirrello,Record: 15-7-1,170.18,61.23,165.1,Orthodox,"Apr 29, 1992",0.99,55,2.44,42,0.0,0,30,0.0,1
Johnny Eduardo,Record: 28-13-0,170.18,61.23,180.34,Orthodox,"Aug 03, 1978",2.95,39,3.22,63,0.22,20,58,0.4,1
Nick Diaz,Record: 26-10-0 (2 NC),185.42,77.11,193.04,Unorthodox,"Aug 02, 1983",5.71,42,3.84,59,1.28,32,60,1.0,4
Martin Sano,Record: 4-3-1,180.34,77.11,190.5,Orthodox,"May 30, 1991",4.0,33,12.0,40,0.0,0,0,0.0,1
Antonio Arroyo,Record: 9-5-0,190.5,83.91,185.42,Orthodox,"Jul 01, 1989",2.82,66,2.02,50,1.14,41,41,0.2,2
Mike Rodriguez,Record: 11-7-0 (1 NC),193.04,92.99,208.28,Unorthodox,"Nov 28, 1988",4.35,53,4.24,41,0.0,0,37,0.0,1
Sarah Alpar,Record: 9-6-0,162.56,61.23,160.02,Unorthodox,"Jun 01, 1991",2.36,44,6.06,38,1.61,26,20,0.4,1
Impa Kasanganay,Record: 9-2-0,180.34,77.11,190.5,Orthodox,"Jan 17, 1994",4.96,48,3.66,58,1.75,58,66,0.2,4
Gustavo Lopez,Record: 12-6-1,165.1,61.23,170.18,Orthodox,"Jun 27, 1989",2.48,40,3.87,57,1.74,41,31,0.7,2
Emily Whitmire,Record: 4-5-0,165.1,56.7,160.02,Orthodox,"May 24, 1991",2.5,31,2.98,54,1.9,66,70,0.5,2
David Zawada,Record: 17-7-0,182.88,77.11,190.5,Orthodox,"Aug 01, 1990",3.84,41,4.54,55,0.97,33,57,1.7,4
Luigi Vendramini,Record: 9-3-0,172.72,70.31,185.42,Orthodox,"Jan 16, 1996",2.82,40,3.82,57,1.11,15,100,0.6,4
Darren Stewart,Record: 12-8-0 (2 NC),182.88,92.99,187.96,Orthodox,"Dec 30, 1990",3.05,45,3.29,48,1.75,45,67,0.1,2
Domingo Pilarte,Record: 8-3-0 (1 NC),182.88,61.23,185.42,Unorthodox,"Jan 05, 1990",1.31,47,2.96,40,1.2,42,54,0.8,2
Bea Malecki,Record: 4-1-0,175.26,61.23,187.96,Orthodox,"Aug 23, 1991",6.84,46,6.96,62,0.0,0,78,1.1,4
Sasha Palatnikov,Record: 6-4-0,185.42,77.11,182.88,Unorthodox,"Mar 15, 1989",6.69,53,5.44,52,0.72,100,70,0.0,4
Casey Kenney,Record: 16-4-1,170.18,61.23,172.72,Unorthodox,"Mar 20, 1991",4.85,42,4.67,58,1.09,35,61,0.4,4
Drako Rodriguez,Record: 7-3-0,172.72,61.23,175.26,Orthodox,"Jun 16, 1996",3.37,36,4.4,58,2.93,66,75,0.7,2
Anderson Dos Santos,Record: 21-9-0,165.1,61.23,177.8,Orthodox,"Jul 24, 1985",2.7,25,5.37,49,0.98,14,66,0.7,1
Jamey Simmons,Record: 7-4-0,167.64,61.23,177.8,Orthodox,"Sep 11, 1992",0.79,21,1.92,74,0.0,0,50,0.0,1
Kai Kamaka,Record: 8-4-1,170.18,65.77,175.26,Orthodox,"Jan 05, 1995",4.96,57,5.29,55,1.93,58,52,0.3,4
Ryan Benoit,Record: 10-8-0,165.1,56.7,172.72,Orthodox,"Aug 25, 1989",2.88,39,3.65,58,0.28,22,72,0.4,4
Ian Heinisch,Record: 14-5-0,180.34,83.91,182.88,Orthodox,"Aug 05, 1988",3.25,50,2.98,59,1.02,17,59,0.7,4
Marion Reneau,Record: 9-8-1,167.64,61.23,172.72,Orthodox,"Jun 20, 1977",3.2,41,3.52,59,0.62,63,50,0.8,2
Jeremy Stephens,Record: 28-19-0 (1 NC),175.26,65.77,180.34,Orthodox,"May 25, 1986",3.17,40,3.05,58,1.16,38,65,0.4,2
Conor McGregor,Record: 22-6-0,175.26,70.31,187.96,Unorthodox,"Jul 14, 1988",5.32,49,4.66,54,0.67,55,66,0.1,4
Carlos Condit,Record: 32-14-0,187.96,77.11,190.5,Orthodox,"Apr 26, 1984",3.66,39,2.67,55,0.59,46,38,1.0,2
Omari Akhmedov,Record: 21-6-1,182.88,83.91,185.42,Orthodox,"Oct 12, 1987",2.97,34,2.84,55,2.58,45,65,0.2,2
Jerome Rivera,Record: 10-6-0,177.8,56.7,182.88,Unorthodox,"Apr 22, 1995",3.21,33,2.6,51,0.0,0,40,0.0,1
Michel Prazeres,Record: 26-4-0,167.64,77.11,170.18,Orthodox,"Jul 25, 1981",2.38,47,2.51,57,3.94,36,47,0.6,2
Justin Jaynes,Record: 16-8-0,170.18,65.77,172.72,Orthodox,"Aug 10, 1989",3.34,44,5.33,62,0.75,40,20,1.1,1
Yancy Medeiros,Record: 15-8-0 (1 NC),177.8,70.31,190.5,Orthodox,"Sep 07, 1987",4.36,37,5.67,47,0.33,50,73,0.7,4
Dhiego Lima,Record: 17-9-0,187.96,77.11,190.5,Orthodox,"Jan 31, 1989",3.12,39,3.88,58,1.26,34,73,0.6,4
Roque Martinez,Record: 15-8-2,177.8,113.4,182.88,Orthodox,"Mar 04, 1986",3.28,53,4.9,56,0.38,50,53,0.4,4
Lara Procopio,Record: 7-2-0,162.56,56.7,170.18,Orthodox,"Nov 14, 1995",5.64,58,6.5,47,3.15,47,50,0.3,4
Demian Maia,Record: 28-11-0,185.42,77.11,182.88,Unorthodox,"Nov 06, 1977",1.8,43,2.07,63,2.49,24,61,1.0,2
Walt Harris,Record: 13-10-0 (1 NC),195.58,113.4,195.58,Unorthodox,"Jun 10, 1983",3.05,39,3.33,54,0.29,28,70,0.1,4
Victor Rodriguez,Record: 7-4-0,165.1,56.7,170.18,Unorthodox,"Sep 05, 1992",1.59,37,6.11,50,0.0,0,0,0.0,1
Jacare Souza,Record: 26-10-0 (1 NC),185.42,83.91,182.88,Orthodox,"Dec 07, 1979",2.53,47,2.83,62,2.57,39,57,1.3,2
Kevin Aguilar,Record: 17-5-0,170.18,70.31,185.42,Orthodox,"Sep 07, 1988",3.96,40,4.81,52,0.16,16,78,0.0,4
Maurice Greene,Record: 9-7-0,200.66,117.03,203.2,Orthodox,"Jul 05, 1986",3.28,45,3.61,45,0.0,0,27,0.4,1
Gregor Gillespie,Record: 14-1-0,170.18,70.31,180.34,Orthodox,"Nov 13, 1986",3.74,52,2.3,57,6.86,48,100,0.8,2
Christian Aguilera,Record: 14-8-0,175.26,77.11,182.88,Unorthodox,"Nov 25, 1991",2.54,37,4.04,48,0.0,0,60,0.0,1
KB Bhullar,Record: 8-2-0,193.04,83.91,198.12,Unorthodox,"Oct 12, 1991",4.31,49,5.39,45,0.0,0,0,0.0,1
Luke Sanders,Record: 13-5-0,167.64,61.23,170.18,Unorthodox,"Dec 12, 1985",6.61,52,4.37,50,0.71,30,72,0.2,4
Stefan Sekulic,Record: 12-4-0,182.88,77.11,190.5,Unorthodox,"Feb 12, 1992",1.83,50,2.83,64,2.0,33,25,0.5,2
Justine Kish,Record: 7-4-0,165.1,56.7,162.56,Orthodox,"Apr 13, 1988",4.51,48,4.59,57,0.87,33,50,0.1,4
Luis Pena,Record: 9-3-0,190.5,70.31,190.5,Unorthodox,"Jul 05, 1993",3.66,46,3.12,51,1.17,33,48,1.2,2
Juan Espino,Record: 11-2-0,190.5,115.67,203.2,Orthodox,"Oct 09, 1980",2.38,70,1.95,40,8.93,78,50,2.4,2
Bartosz Fabinski,Record: 15-5-0,182.88,77.11,190.5,Orthodox,"Apr 26, 1986",2.23,68,1.46,51,7.1,70,80,0.0,2
Anthony Birchak,Record: 16-8-0,172.72,61.23,175.26,Orthodox,"May 16, 1986",3.93,36,3.67,56,0.48,14,61,0.5,4
Mike Perry,Record: 14-8-0,177.8,77.11,180.34,Orthodox,"Sep 15, 1991",4.32,47,5.16,52,0.81,40,78,0.2,4
Jarjis Danho,Record: 7-1-1 (1 NC),190.5,120.2,187.96,Orthodox,"Oct 15, 1983",3.38,50,5.25,49,0.51,16,100,0.0,4
Yorgan De Castro,Record: 6-3-0,182.88,113.4,187.96,Orthodox,"Dec 19, 1986",2.46,43,3.85,53,0.0,0,77,0.0,1
Hunter Azure,Record: 9-2-0,172.72,65.77,175.26,Orthodox,"Mar 02, 1992",3.92,53,2.08,58,1.97,34,67,1.3,2
Jordan Griffin,Record: 18-9-0,177.8,65.77,185.42,Unorthodox,"Feb 28, 1990",2.52,46,3.02,50,1.45,35,42,1.9,2
Stipe Miocic,Record: 20-4-0,193.04,108.86,203.2,Orthodox,"Aug 19, 1982",4.82,53,3.82,54,1.86,34,68,0.0,4
Tyron Woodley,Record: 19-7-1,175.26,77.11,187.96,Orthodox,"Apr 07, 1982",2.36,48,2.76,54,1.06,40,87,0.4,2
Thomas Almeida,Record: 22-5-0,170.18,65.77,177.8,Unorthodox,"Jul 31, 1991",4.84,43,4.93,61,0.17,14,75,0.0,4
Ray Rodriguez,Record: 16-8-0,170.18,61.23,177.8,Orthodox,"Dec 10, 1987",0.9,27,3.89,40,1.42,50,44,0.0,1
Megan Anderson,Record: 11-5-0,182.88,65.77,182.88,Orthodox,"Feb 11, 1990",1.76,46,3.35,37,0.52,25,53,0.5,1
Joseph Benavidez,Record: 28-8-0,162.56,56.7,165.1,Unorthodox,"Jul 31, 1984",3.52,34,2.67,61,1.41,30,62,0.6,4
Jordan Espinosa,Record: 15-9-0 (1 NC),167.64,56.7,175.26,Orthodox,"Nov 08, 1989",4.22,52,2.94,57,0.75,28,70,0.2,4
Aalon Cruz,Record: 8-4-0,182.88,65.77,198.12,Unorthodox,"Sep 20, 1989",7.58,39,8.88,58,0.0,0,0,0.0,4
Jimmie Rivera,Record: 23-5-0,162.56,61.23,172.72,Orthodox,"Jun 29, 1989",4.03,40,3.9,60,0.88,27,92,0.1,4
Vince Cachero,Record: 7-4-0,167.64,65.77,172.72,Orthodox,"Nov 07, 1989",3.29,45,6.51,43,0.0,0,18,0.5,1
Shana Dobson,Record: 4-5-0,167.64,56.7,175.26,Orthodox,"Mar 30, 1989",3.34,37,5.2,50,0.84,50,14,0.0,1
Alistair Overeem,Record: 47-19-0 (1 NC),193.04,120.2,203.2,Orthodox,"May 17, 1980",3.67,64,2.44,57,1.42,55,73,0.8,2
Martin Day,Record: 8-6-0,177.8,65.77,185.42,Orthodox,"Nov 10, 1988",3.97,45,3.79,53,0.72,60,65,0.5,4
Antonio Carlos Junior,Record: 11-5-0 (1 NC),187.96,83.91,200.66,Orthodox,"Mar 16, 1990",1.95,42,2.14,52,3.42,39,53,0.8,2
Nik Lentz,Record: 30-12-2 (1 NC),172.72,65.77,172.72,Orthodox,"Aug 13, 1984",3.44,47,3.25,50,3.3,32,43,1.2,2
Vinicius Moreira,Record: 9-5-0,193.04,92.99,193.04,Orthodox,"Feb 28, 1989",3.15,59,5.07,43,1.97,18,0,1.3,1
Tom Breese,Record: 12-3-0,190.5,83.91,185.42,Unorthodox,"Sep 26, 1991",3.34,50,2.81,60,0.0,0,70,1.1,4
Markus Perez,Record: 12-5-0,185.42,83.91,185.42,Orthodox,"Jun 22, 1988",2.6,47,3.72,52,0.81,25,77,1.0,4
Vanessa Melo,Record: 11-8-0,165.1,61.23,165.1,Orthodox,"Mar 27, 1988",3.48,30,6.13,59,0.0,0,71,0.0,4
Sarah Moras,Record: 6-8-0,170.18,61.23,170.18,Orthodox,"Apr 30, 1988",2.28,34,3.58,50,0.67,21,33,0.8,1
Jacob Kilburn,Record: 8-4-0,175.26,65.77,182.88,Orthodox,"Jun 28, 1995",2.56,33,6.78,35,0.51,5,20,0.5,1
Anthony Pettis,Record: 24-10-0,177.8,70.31,182.88,Orthodox,"Jan 27, 1987",3.05,47,3.44,54,0.61,50,60,1.1,2
Carlton Minus,Record: 10-3-0 (1 NC),177.8,77.11,190.5,Orthodox,"Apr 26, 1993",3.5,40,4.97,50,0.0,0,58,0.0,1
Junior Dos Santos,Record: 21-9-0,193.04,107.95,195.58,Orthodox,"Jan 30, 1984",4.49,47,3.33,56,0.3,50,81,0.1,4
Peter Barrett,Record: 11-5-0,177.8,65.77,185.42,Unorthodox,"Aug 10, 1986",4.18,61,4.32,42,1.39,22,66,0.0,4
Matt Wiman,Record: 16-10-0,177.8,70.31,172.72,Orthodox,"Sep 19, 1983",3.17,50,3.57,51,2.13,37,56,1.5,2
Jose Quinonez,Record: 9-5-0,172.72,61.23,175.26,Unorthodox,"Jul 28, 1990",3.6,45,3.0,64,2.7,47,42,0.6,2
Spike Carlyle,Record: 9-3-0,172.72,65.77,180.34,Unorthodox,"May 06, 1993",2.55,54,3.85,30,3.34,36,57,0.5,2
Rachael Ostovich,Record: 4-6-0,160.02,56.7,157.48,Orthodox,"Feb 25, 1991",2.54,43,3.97,57,2.03,83,66,0.8,2
Alan Jouban,Record: 17-7-0,182.88,77.11,185.42,Unorthodox,"Nov 25, 1981",5.67,50,3.77,60,0.51,44,58,0.3,4
Paul Felder,Record: 17-6-0,180.34,70.31,177.8,Orthodox,"Apr 25, 1984",3.7,44,3.44,48,0.29,28,64,0.2,4
Geraldo de Freitas,Record: 12-6-0,170.18,61.23,182.88,Orthodox,"Sep 30, 1991",3.67,52,2.62,50,3.0,45,59,0.0,2
Claudia Gadelha,Record: 18-5-0,162.56,52.16,160.02,Orthodox,"Dec 07, 1988",3.31,41,4.57,57,3.03,42,58,0.7,2
Bevon Lewis,Record: 7-3-0,190.5,83.91,200.66,Orthodox,"May 05, 1991",3.73,43,2.67,54,0.0,0,66,0.0,1
Eduardo Garagorri,Record: 13-2-0,175.26,65.77,177.8,Orthodox,"May 28, 1989",3.42,51,2.36,58,0.48,100,61,0.0,2
Anderson Silva,Record: 34-11-0 (1 NC),187.96,83.91,195.58,Unorthodox,"Apr 14, 1975",3.05,61,2.05,60,0.5,77,69,0.8,2
Jack Marshman,Record: 23-10-0,182.88,83.91,185.42,Orthodox,"Dec 19, 1989",2.74,25,4.19,56,0.0,0,20,0.0,1
Cole Williams,Record: 11-3-0,182.88,77.11,185.42,Orthodox,"Dec 15, 1983",0.31,27,5.34,23,0.0,0,25,0.0,1
Justin Ledet,Record: 9-4-0 (1 NC),193.04,92.99,203.2,Orthodox,"Sep 28, 1988",3.35,39,4.82,49,0.23,50,42,0.2,1
Khabib Nurmagomedov,Record: 29-0-0,177.8,70.31,177.8,Orthodox,"Sep 20, 1988",4.1,48,1.75,65,5.32,48,84,0.8,2
Liliya Shakirova,Record: 8-2-0,162.56,56.7,165.1,Orthodox,"Oct 24, 1991",2.7,30,2.58,74,0.0,0,0,0.0,1
Stefan Struve,Record: 33-13-0,210.82,120.2,213.36,Orthodox,"Feb 18, 1988",3.12,47,4.04,46,0.56,46,55,1.7,2
Alexander Yakovlev,Record: 24-10-1,190.5,70.31,187.96,Unorthodox,"Jul 18, 1984",1.74,47,2.41,58,1.66,35,72,0.1,2
James Krause,Record: 28-9-0,187.96,77.11,185.42,Orthodox,"Jun 04, 1986",4.79,49,4.11,61,0.96,18,59,0.9,4
John Phillips,Record: 22-11-0 (1 NC),180.34,83.91,190.5,Unorthodox,"Jun 09, 1985",1.72,34,4.03,49,0.0,0,7,0.0,1
Gadzhimurad Antigulov,Record: 20-8-0,180.34,92.99,177.8,Orthodox,"Feb 09, 1987",2.08,55,4.21,40,5.08,36,0,1.4,2
Ali AlQaisi,Record: 8-5-0,167.64,61.23,172.72,Orthodox,"Sep 23, 1990",2.43,42,1.97,56,3.5,29,60,1.0,2
Dequan Townsend,Record: 21-12-0,190.5,92.99,200.66,Orthodox,"May 11, 1986",1.23,34,3.92,38,0.0,0,46,0.0,1
Jessin Ayari,Record: 16-6-0,182.88,70.31,185.42,Orthodox,"May 31, 1992",3.53,37,3.59,58,0.0,0,50,0.3,1
Diego Sanchez,Record: 31-13-0,177.8,77.11,182.88,Unorthodox,"Dec 31, 1981",2.69,37,3.02,56,1.51,24,46,0.8,1
Jeff Hughes,Record: 10-4-0 (1 NC),187.96,113.4,195.58,Orthodox,"May 17, 1988",3.95,51,3.67,60,0.71,50,45,0.0,4
Khadis Ibragimov,Record: 8-4-0,190.5,92.99,198.12,Orthodox,"May 21, 1995",3.55,49,4.26,47,0.97,30,80,0.3,4
Mirsad Bektic,Record: 13-4-0,172.72,65.77,177.8,Orthodox,"Feb 16, 1991",2.43,41,1.8,57,3.98,52,92,0.4,2
Mara Romero Borella,Record: 12-9-0 (2 NC),167.64,56.7,175.26,Orthodox,"Jun 03, 1986",2.54,37,2.48,71,1.83,44,66,0.2,2
Irwin Rivera,Record: 10-6-0,167.64,61.23,170.18,Unorthodox,"Feb 14, 1989",3.36,44,5.07,57,1.0,16,70,0.0,4
Brok Weaver,Record: 15-6-0,182.88,70.31,185.42,Unorthodox,"Dec 05, 1991",4.78,64,4.35,46,0.41,10,66,0.4,4
Anthony Ivy,Record: 8-4-0,187.96,83.91,187.96,Orthodox,"Jan 23, 1990",2.5,42,4.57,51,4.69,20,100,0.0,2
Zelim Imadaev,Record: 8-3-0,182.88,77.11,193.04,Orthodox,"Jan 25, 1995",2.91,36,4.35,43,0.38,50,60,0.0,1
Cole Smith,Record: 7-2-0,180.34,61.23,170.18,Orthodox,"Apr 05, 1989",1.78,35,1.96,49,1.67,33,45,1.7,2
Ricardo Lamas,Record: 20-8-0,172.72,65.77,180.34,Orthodox,"May 21, 1982",3.13,47,2.87,57,1.84,33,46,0.9,2
Austin Springer,Record: 12-4-0,172.72,65.77,180.34,Orthodox,"May 12, 1987",3.54,57,3.15,41,3.37,40,100,0.8,2
Hannah Cifers,Record: 10-7-0,154.94,52.16,157.48,Orthodox,"Jun 26, 1992",4.99,44,5.39,52,0.26,100,64,0.3,4
Daniel Cormier,Record: 22-3-0 (1 NC),180.34,106.59,182.88,Orthodox,"Mar 20, 1979",4.25,52,2.92,54,1.83,44,80,0.4,4
John Dodson,Record: 22-12-0,160.02,61.23,167.64,Orthodox,"Sep 26, 1984",3.2,40,3.58,61,0.71,28,82,0.0,4
Frankie Saenz,Record: 13-7-0,167.64,61.23,167.64,Orthodox,"Aug 12, 1980",3.94,47,3.5,52,1.74,31,61,0.1,4
Rogerio Nogueira,Record: 23-10-0,187.96,92.99,190.5,Unorthodox,"Jun 02, 1976",2.43,35,2.34,59,0.64,44,62,0.8,2
Fabricio Werdum,Record: 24-9-1,193.04,104.78,195.58,Orthodox,"Jul 30, 1977",3.59,52,2.64,55,1.75,31,31,1.2,2
Peter Sobotta,Record: 17-7-1,182.88,77.11,190.5,Unorthodox,"Jan 11, 1987",2.14,40,2.9,58,1.53,32,77,0.5,2
Raphael Pessoa,Record: 10-2-0,190.5,118.84,198.12,Orthodox,"Mar 09, 1989",2.16,26,3.43,42,0.0,0,100,0.0,1
Nad Narimani,Record: 12-4-0,172.72,65.77,177.8,Orthodox,"Apr 14, 1987",3.33,42,3.0,58,1.92,41,70,0.0,2
Joe Duffy,Record: 16-5-0,177.8,70.31,185.42,Orthodox,"Feb 18, 1988",2.68,34,3.78,54,0.96,66,64,0.7,2
Brett Johns,Record: 17-2-0,170.18,61.23,180.34,Orthodox,"Feb 21, 1992",2.86,49,3.84,53,4.92,49,58,1.0,2
Davi Ramos,Record: 10-4-0,167.64,70.31,177.8,Orthodox,"Nov 05, 1986",2.64,37,3.44,56,1.95,40,83,0.6,2
Chris Fishgold,Record: 18-4-1,172.72,65.77,172.72,Orthodox,"Jun 06, 1992",2.01,32,2.7,46,2.59,46,44,1.3,2
Paige VanZant,Record: 8-5-0,162.56,52.16,165.1,Orthodox,"Mar 26, 1994",3.35,52,2.62,42,1.27,33,34,1.0,2
Danny Henry,Record: 12-4-0,182.88,65.77,185.42,Orthodox,"Jul 17, 1988",5.2,51,4.16,45,0.74,33,50,2.2,4
Roman Bogatov,Record: 10-1-0,172.72,70.31,185.42,Orthodox,"Dec 15, 1990",3.33,42,4.4,44,1.0,9,50,0.0,1
Lyman Good,Record: 21-6-0 (1 NC),182.88,77.11,187.96,Orthodox,"May 26, 1985",5.34,48,4.01,63,0.27,100,75,0.0,4
Brianna Fortino,Record: 9-3-0,152.4,52.16,157.48,Unorthodox,"Aug 04, 1993",3.53,41,3.23,57,2.5,45,66,0.0,2
Oskar Piechota,Record: 11-3-1 (1 NC),182.88,83.91,193.04,Unorthodox,"Jan 24, 1990",3.3,52,3.93,51,0.61,40,38,1.5,2
Max Rohskopf,Record: 5-1-0,185.42,70.31,180.34,Orthodox,"Sep 27, 1994",1.7,31,5.8,42,3.0,33,0,1.5,1
