name,record,Height:,Weight:,Reach:,STANCE:,DOB:,SLpM:,Str. Acc.:,SApM:,Str. Def:,Unnamed: 11,TD Avg.:,TD Acc.:,TD Def.:,Sub. Avg.:,url
Azamat Murzakanov,Record: 13-0-0,"5' 10""",205 lbs.,"71""",Southpaw,"Apr 12, 1989",4.57,57%,3.12,57%,,0.75,16%,83%,0.0,http://www.ufcstats.com/fighter-details/e90a2f22417af68e
Rafa Garcia,Record: 16-3-0,"5' 7""",155 lbs.,"70""",Orthodox,"Aug 05, 1994",4.19,42%,4.21,61%,,3.61,44%,79%,0.3,http://www.ufcstats.com/fighter-details/e132d47bd9efbbe0
Zak Cummings,Record: 25-7-0,"6' 0""",205 lbs.,"75""",Southpaw,"Aug 02, 1984",2.96,35%,2.91,55%,,0.62,28%,66%,0.6,http://www.ufcstats.com/fighter-details/4ba8d454f762005d
Ed Herman,Record: 27-16-0 (1 NC),"6' 1""",205 lbs.,"77""",Orthodox,"Oct 02, 1980",3.31,48%,3.71,42%,,1.96,47%,59%,1.0,http://www.ufcstats.com/fighter-details/06f36cf4bd97ec77
Lando Vannata,Record: 12-7-2,"5' 9""",155 lbs.,"71""",Orthodox,"Mar 14, 1992",4.52,45%,4.76,55%,,1.09,37%,69%,0.3,http://www.ufcstats.com/fighter-details/f9b200db02b488d9
Aaron Phillips,Record: 12-5-0,"5' 9""",135 lbs.,"71""",Southpaw,"Aug 05, 1989",1.51,53%,3.66,43%,,0.86,50%,44%,0.6,http://www.ufcstats.com/fighter-details/34c2b3656f88f7ef
Jorge Masvidal,Record: 35-17-0,"5' 11""",170 lbs.,"74""",Orthodox,"Nov 12, 1984",4.05,47%,3.05,64%,,1.38,59%,72%,0.3,http://www.ufcstats.com/fighter-details/47b9e0e7703a4868
Santiago Ponzinibbio,Record: 30-7-0,"6' 0""",170 lbs.,"73""",Orthodox,"Sep 26, 1986",4.9,41%,4.67,61%,,0.48,30%,60%,0.0,http://www.ufcstats.com/fighter-details/6d1bffff14897645
Cynthia Calvillo,Record: 9-6-1,"5' 4""",115 lbs.,"64""",Orthodox,"Jul 13, 1987",4.41,38%,4.12,64%,,1.8,44%,77%,0.8,http://www.ufcstats.com/fighter-details/98215d037be5bcb7
Shayilan Nuerdanbieke,Record: 39-11-0,"5' 8""",145 lbs.,"69""",Orthodox,"May 04, 1994",2.28,45%,2.94,50%,,2.9,33%,40%,0.0,http://www.ufcstats.com/fighter-details/0a73acff6325c1e2
Steven Peterson,Record: 19-11-0,"5' 10""",145 lbs.,"70""",Orthodox,"May 29, 1990",4.76,40%,5.94,53%,,1.42,26%,64%,0.7,http://www.ufcstats.com/fighter-details/b93c06d09d1c4ac0
Gunnar Nelson,Record: 19-5-1,"5' 11""",170 lbs.,"72""",Switch,"Jul 28, 1988",1.84,61%,3.0,49%,,1.9,59%,66%,1.0,http://www.ufcstats.com/fighter-details/fd55393021a8c255
Makwan Amirkhani,Record: 17-9-0,"5' 10""",145 lbs.,"72""",Southpaw,"Nov 08, 1988",1.33,44%,2.98,46%,,3.96,43%,35%,1.1,http://www.ufcstats.com/fighter-details/87a1dc546b1c5caf
Omar Morales,Record: 11-4-0,"5' 11""",155 lbs.,"73""",Orthodox,"Oct 17, 1985",3.42,40%,3.18,58%,,0.46,100%,63%,0.0,http://www.ufcstats.com/fighter-details/a0e6753c42698f13
Dusko Todorovic,Record: 12-4-0,"6' 1""",185 lbs.,"74""",Orthodox,"May 19, 1994",5.54,57%,4.55,46%,,0.96,12%,45%,0.0,http://www.ufcstats.com/fighter-details/866fd7b1a6c90e7f
Nikita Krylov,Record: 30-9-0,"6' 3""",205 lbs.,"77""",Orthodox,"Mar 07, 1992",4.38,55%,2.47,44%,,2.29,38%,53%,1.4,http://www.ufcstats.com/fighter-details/1091d4d957141094
Guido Cannetti,Record: 10-8-0,"5' 6""",135 lbs.,"68""",Southpaw,"Dec 19, 1979",3.44,55%,2.84,51%,,2.27,55%,64%,0.4,http://www.ufcstats.com/fighter-details/d05412b513b19621
Raphael Assuncao,Record: 28-10-0,"5' 5""",135 lbs.,"66""",Orthodox,"Jul 19, 1982",3.22,42%,2.5,66%,,1.65,39%,78%,0.2,http://www.ufcstats.com/fighter-details/2f13e4020cea5b38
Tony Gravely,Record: 23-9-0,"5' 5""",135 lbs.,"69""",Orthodox,"Sep 28, 1991",3.82,48%,4.47,44%,,5.4,41%,52%,0.3,http://www.ufcstats.com/fighter-details/601964f9654f911a
Jon Jones,Record: 27-1-0 (1 NC),"6' 4""",248 lbs.,"84""",Orthodox,"Jul 19, 1987",4.29,57%,2.22,64%,,1.93,45%,95%,0.5,http://www.ufcstats.com/fighter-details/07f72a2a7591b409
Trevin Jones,Record: 13-10-0 (1 NC),"5' 7""",135 lbs.,"70""",Southpaw,"Aug 04, 1990",2.13,37%,4.29,39%,,0.62,15%,60%,0.2,http://www.ufcstats.com/fighter-details/ec23c1be628d8057
Derek Brunson,Record: 23-9-0,"6' 1""",185 lbs.,"77""",Southpaw,"Jan 04, 1984",3.51,47%,3.05,51%,,3.14,33%,85%,0.6,http://www.ufcstats.com/fighter-details/b1a3e0aca758b322
Julian Marquez,Record: 9-4-0,"6' 2""",185 lbs.,"72""",Orthodox,"May 08, 1990",4.86,44%,4.99,51%,,0.0,0%,53%,2.6,http://www.ufcstats.com/fighter-details/d0e1b42d41dab603
Mana Martinez,Record: 10-4-0,"5' 10""",135 lbs.,"70""",Orthodox,"Mar 25, 1996",4.33,48%,4.94,50%,,0.72,42%,25%,0.5,http://www.ufcstats.com/fighter-details/c0386644627a7ee5
Jessica Penne,Record: 14-8-0,"5' 5""",115 lbs.,"67""",Orthodox,"Jan 30, 1983",2.52,31%,4.75,46%,,1.32,21%,36%,0.6,http://www.ufcstats.com/fighter-details/c742287ed86a09bc
Augusto Sakai,Record: 16-5-1,"6' 3""",265 lbs.,"77""",Orthodox,"May 09, 1991",4.6,49%,3.83,48%,,0.23,40%,56%,0.0,http://www.ufcstats.com/fighter-details/441eacbe20e0e80b
Erick Gonzalez,Record: 14-8-0,"5' 11""",155 lbs.,"75""",Orthodox,"Jan 20, 1992",2.4,36%,8.08,40%,,6.0,55%,50%,0.0,http://www.ufcstats.com/fighter-details/a2ccf35a88346a91
Nurullo Aliev,Record: 9-0-0,"5' 10""",155 lbs.,"72""",Orthodox,"Dec 08, 2000",2.5,51%,0.46,59%,,3.06,44%,0%,0.0,http://www.ufcstats.com/fighter-details/ca28cdf526d6b6e9
Rafael Alves,Record: 20-12-0,"5' 8""",155 lbs.,"68""",Orthodox,"Nov 14, 1990",1.85,48%,3.3,58%,,0.29,25%,44%,1.5,http://www.ufcstats.com/fighter-details/029afd138865d20a
Jordan Wright,Record: 12-5-0 (1 NC),"6' 2""",205 lbs.,"77""",Orthodox,"Oct 07, 1991",4.1,56%,6.03,31%,,2.09,45%,100%,0.4,http://www.ufcstats.com/fighter-details/c878270af633eb11
William Knight,Record: 11-5-0,"5' 10""",205 lbs.,"73""",Orthodox,"Apr 03, 1988",2.62,56%,3.3,35%,,1.78,40%,48%,0.4,http://www.ufcstats.com/fighter-details/5da33b8fbfa5ee95
Lina Lansberg,Record: 10-8-0,"5' 7""",135 lbs.,"65""",Orthodox,"Mar 13, 1982",2.69,55%,3.87,44%,,0.52,27%,47%,0.1,http://www.ufcstats.com/fighter-details/2eeaefbfc7f9fcff
Khusein Askhabov,Record: 23-1-0,"5' 8""",145 lbs.,"69""",Orthodox,"Feb 13, 1995",2.0,26%,4.13,56%,,0.0,0%,66%,0.0,http://www.ufcstats.com/fighter-details/5c10da56d712ac9c
Clayton Carpenter,Record: 7-0-0,"5' 6""",125 lbs.,"66""",Orthodox,"Jun 09, 1996",4.5,51%,2.85,60%,,2.47,50%,0%,2.5,http://www.ufcstats.com/fighter-details/b62d5280966b2460
Juancamilo Ronderos,Record: 4-2-0,"5' 3""",125 lbs.,"64""",Southpaw,"Feb 17, 1995",2.18,30%,2.18,63%,,2.72,33%,0%,0.0,http://www.ufcstats.com/fighter-details/4a043165cf47cab2
Don Shainis,Record: 12-5-0,"5' 6""",145 lbs.,"67""",Orthodox,"Sep 16, 1990",3.42,50%,5.87,31%,,0.97,25%,20%,1.9,http://www.ufcstats.com/fighter-details/da4628f173337902
Zubaira Tukhugov,Record: 20-6-1,"5' 8""",155 lbs.,"68""",Orthodox,"Jan 15, 1991",3.17,39%,3.07,63%,,2.13,39%,100%,0.0,http://www.ufcstats.com/fighter-details/aceffa19749c4dc0
Dooho Choi,Record: 14-4-1,"5' 10""",145 lbs.,"70""",Orthodox,"Apr 10, 1991",4.74,53%,4.91,54%,,0.29,20%,50%,0.0,http://www.ufcstats.com/fighter-details/e93b04e308913c2e
Yizha,Record: 25-4-0,"5' 7""",145 lbs.,"71""",Orthodox,"Jan 08, 1997",2.82,44%,2.2,54%,,4.55,32%,59%,1.4,http://www.ufcstats.com/fighter-details/3f11fd1751fa83b1
SeungGuk Choi,Record: 7-3-0,"5' 6""",125 lbs.,"64""",Orthodox,"Dec 26, 1996",2.69,42%,2.69,65%,,1.02,27%,74%,0.0,http://www.ufcstats.com/fighter-details/adccbc19b22e19af
Glover Teixeira,Record: 33-9-0,"6' 2""",205 lbs.,"76""",Orthodox,"Oct 28, 1979",3.73,49%,4.43,51%,,2.11,33%,60%,0.9,http://www.ufcstats.com/fighter-details/7ff97850e8c32bda
Lauren Murphy,Record: 16-6-0,"5' 5""",125 lbs.,"67""",Orthodox,"Jul 27, 1983",4.05,39%,5.25,55%,,1.03,25%,69%,0.1,http://www.ufcstats.com/fighter-details/729d4bd5a6cd0a97
Mauricio Rua,Record: 27-14-1,"6' 1""",205 lbs.,"76""",Orthodox,"Nov 25, 1981",3.57,50%,2.79,54%,,2.01,48%,49%,0.7,http://www.ufcstats.com/fighter-details/140745cbbcb023ac
Mounir Lazzez,Record: 11-3-0,"6' 1""",170 lbs.,"76""",Orthodox,"Nov 16, 1987",7.49,55%,5.42,53%,,1.8,57%,71%,0.0,http://www.ufcstats.com/fighter-details/49ee5024966efc0d
Shamil Abdurakhimov,Record: 20-8-0,"6' 3""",235 lbs.,"76""",Orthodox,"Sep 02, 1981",2.41,44%,3.02,55%,,1.01,23%,45%,0.1,http://www.ufcstats.com/fighter-details/2f5cbecbbe18bac4
Saimon Oliveira,Record: 18-5-0,"5' 4""",135 lbs.,"72""",Orthodox,"Apr 21, 1991",2.82,41%,3.91,48%,,1.21,25%,35%,1.6,http://www.ufcstats.com/fighter-details/72ea1984c52019b5
Allan Nascimento,Record: 20-6-0,"5' 8""",125 lbs.,"69""",Orthodox,"Sep 11, 1991",3.21,61%,2.28,50%,,1.55,26%,16%,0.9,http://www.ufcstats.com/fighter-details/253076a23d03dcd0
Cheyanne Vlismas,Record: 7-3-0,"5' 3""",115 lbs.,"63""",Switch,"Jun 25, 1995",4.93,50%,2.57,64%,,0.25,33%,66%,0.2,http://www.ufcstats.com/fighter-details/4959f10a62f3fec3
Saidyokub Kakhramonov,Record: 10-3-0,"5' 8""",135 lbs.,"69""",Orthodox,"Nov 14, 1995",2.05,51%,0.88,58%,,6.63,48%,83%,1.9,http://www.ufcstats.com/fighter-details/50a28b9f8314e008
Sergey Morozov,Record: 19-5-0,"5' 6""",135 lbs.,"67""",Orthodox,"Jun 14, 1989",3.01,43%,2.97,61%,,3.63,31%,68%,0.0,http://www.ufcstats.com/fighter-details/2f6a993c7f547c13
Darren Till,Record: 18-5-1,"6' 0""",185 lbs.,"74""",Southpaw,"Dec 24, 1992",2.3,46%,3.31,56%,,0.55,46%,69%,0.0,http://www.ufcstats.com/fighter-details/9ce6d5a03af801b7
Jay Perrin,Record: 10-7-0,"5' 7""",135 lbs.,"67""",Switch,"Jun 15, 1993",3.71,46%,3.9,44%,,2.83,52%,58%,0.0,http://www.ufcstats.com/fighter-details/01fed6f61ebea01f
Dalcha Lungiambula,Record: 11-6-0,"5' 8""",185 lbs.,"76""",Orthodox,"Jul 31, 1987",3.07,45%,3.93,52%,,2.14,45%,77%,0.0,http://www.ufcstats.com/fighter-details/ce632027bf2a871b
Steven Koslow,Record: 6-1-0,"5' 7""",125 lbs.,"69""",Switch,"Jan 22, 1997",0.77,37%,3.73,40%,,5.28,55%,0%,1.1,http://www.ufcstats.com/fighter-details/84512339473dd300
Kyle Daukaus,Record: 11-4-0 (1 NC),"6' 3""",185 lbs.,"76""",Southpaw,"Feb 27, 1993",3.22,52%,2.94,42%,,2.12,25%,82%,1.9,http://www.ufcstats.com/fighter-details/d6c0cdd7e467c440
Scott Holtzman,Record: 14-6-0,"5' 9""",155 lbs.,"69""",Orthodox,"Sep 30, 1983",4.32,47%,3.66,55%,,1.88,56%,67%,0.2,http://www.ufcstats.com/fighter-details/df1eb4354d18a906
Marcelo Rojo,Record: 16-10-0,"5' 8""",145 lbs.,"71""",Orthodox,"Jul 02, 1988",4.92,39%,6.42,55%,,0.46,50%,66%,0.0,http://www.ufcstats.com/fighter-details/2804ce8dadab5770
Vince Morales,Record: 11-7-0,"5' 9""",135 lbs.,"70""",Orthodox,"Nov 12, 1990",4.17,37%,4.24,53%,,0.14,25%,64%,0.0,http://www.ufcstats.com/fighter-details/37098a6e6c27fb66
Ricky Turcios,Record: 13-3-0,"5' 9""",135 lbs.,"71""",Orthodox,"Jun 05, 1993",5.08,37%,3.7,55%,,1.0,25%,45%,0.2,http://www.ufcstats.com/fighter-details/cd3d7e37ff2d679c
Kevin Natividad,Record: 9-4-0,"5' 6""",135 lbs.,"70""",Orthodox,"Apr 02, 1993",2.68,34%,4.29,47%,,3.66,50%,83%,0.0,http://www.ufcstats.com/fighter-details/0c258d1d8e16e5f1
Carla Esparza,Record: 20-7-0,"5' 1""",115 lbs.,"63""",Orthodox,"Oct 10, 1987",2.16,40%,2.69,55%,,3.22,35%,47%,0.3,http://www.ufcstats.com/fighter-details/d910665038efc639
Michael Chandler,Record: 23-8-0,"5' 8""",155 lbs.,"71""",Orthodox,"Apr 24, 1986",4.89,46%,4.58,46%,,2.17,38%,71%,0.9,http://www.ufcstats.com/fighter-details/4b93a88f3b1de35b
Frankie Edgar,Record: 23-11-1,"5' 6""",135 lbs.,"68""",Orthodox,"Oct 16, 1981",3.77,40%,2.82,65%,,2.29,31%,65%,0.3,http://www.ufcstats.com/fighter-details/f2688492b9a525a3
Brad Riddell,Record: 10-4-0,"5' 7""",155 lbs.,"71""",Orthodox,"Sep 30, 1991",4.71,53%,3.53,53%,,1.77,36%,63%,0.0,http://www.ufcstats.com/fighter-details/37ed1ab2f8b819f4
Dominick Reyes,Record: 12-4-0,"6' 4""",205 lbs.,"77""",Southpaw,"Dec 26, 1989",4.75,50%,3.77,48%,,0.36,28%,80%,0.4,http://www.ufcstats.com/fighter-details/2e19380f34871c6a
Silvana Gomez Juarez,Record: 11-5-0,"5' 3""",115 lbs.,"65""",Orthodox,"Dec 06, 1984",4.26,32%,4.04,61%,,0.0,0%,30%,0.0,http://www.ufcstats.com/fighter-details/b4880ef2f838d4e1
Michael Trizano,Record: 11-3-0,"5' 11""",145 lbs.,"71""",Orthodox,"Dec 31, 1991",3.63,53%,4.4,50%,,0.36,66%,72%,0.5,http://www.ufcstats.com/fighter-details/5bf31a46becc1204
Nicolae Negumereanu,Record: 13-2-0,"6' 0""",205 lbs.,"78""",Orthodox,"Sep 04, 1994",3.58,41%,5.56,39%,,1.02,28%,62%,0.0,http://www.ufcstats.com/fighter-details/8c57c7b8c3bab0eb
Darrick Minner,Record: 26-14-0,"5' 7""",145 lbs.,"69""",Orthodox,"Apr 28, 1990",2.63,65%,2.28,35%,,2.4,72%,66%,2.7,http://www.ufcstats.com/fighter-details/34e516ab361afb1c
Shanna Young,Record: 9-6-0,"5' 7""",125 lbs.,"65""",Orthodox,"Feb 20, 1991",3.18,47%,4.88,43%,,0.0,0%,53%,0.6,http://www.ufcstats.com/fighter-details/568bbad0eaced57c
Benito Lopez,Record: 10-2-0,"5' 10""",135 lbs.,"73""",Switch,"Apr 06, 1994",4.39,45%,5.18,56%,,0.0,0%,73%,0.3,http://www.ufcstats.com/fighter-details/773f7feacf96153e
Liudvik Sholinian,Record: 9-4-1,"5' 10""",135 lbs.,"71""",Orthodox,"Jan 20, 1990",2.5,30%,5.67,55%,,0.0,0%,66%,0.0,http://www.ufcstats.com/fighter-details/1a54231796e24a3f
Carlos Candelario,Record: 8-3-0,"5' 8""",125 lbs.,"68""",Southpaw,"Jun 04, 1991",3.97,46%,5.17,44%,,2.28,36%,53%,0.3,http://www.ufcstats.com/fighter-details/760a55d5b6098cbe
Ramona Pascual,Record: 6-5-0,"5' 7""",135 lbs.,"66""",Southpaw,"Sep 23, 1988",3.87,57%,8.43,46%,,1.81,19%,100%,0.0,http://www.ufcstats.com/fighter-details/3eb4dc9a7d4ac906
Jared Vanderaa,Record: 12-10-0,"6' 4""",265 lbs.,"80""",Orthodox,"May 12, 1992",4.96,44%,5.67,45%,,0.18,50%,20%,0.0,http://www.ufcstats.com/fighter-details/2b68d9f125d07b42
Tresean Gore,Record: 5-2-0,"6' 0""",185 lbs.,"75""",Switch,"Jun 21, 1994",3.04,53%,6.13,47%,,3.04,71%,81%,1.2,http://www.ufcstats.com/fighter-details/147e70aa6cc48cfc
Carlos Mota,Record: 8-2-0,"5' 4""",125 lbs.,"69""",Orthodox,"Apr 15, 1995",0.8,41%,1.13,54%,,0.0,0%,50%,1.0,http://www.ufcstats.com/fighter-details/b15862fcd6ded451
Joshua Weems,Record: 11-3-0,"5' 8""",135 lbs.,"69""",Orthodox,"May 05, 1994",5.25,64%,3.34,61%,,4.77,40%,100%,0.0,http://www.ufcstats.com/fighter-details/69888118d968ba52
TJ Dillashaw,Record: 18-5-0,"5' 6""",135 lbs.,"67""",Orthodox,"Feb 07, 1986",5.09,41%,3.47,62%,,1.56,30%,77%,0.8,http://www.ufcstats.com/fighter-details/c849740a3ff51931
Gadzhi Omargadzhiev,Record: 13-2-0,"6' 1""",170 lbs.,"71""",Switch,"Feb 24, 1993",1.8,39%,2.2,39%,,1.35,30%,60%,0.5,http://www.ufcstats.com/fighter-details/684d3aee255a3d09
Misha Cirkunov,Record: 15-9-0,"6' 3""",205 lbs.,"77""",Orthodox,"Feb 27, 1987",3.86,51%,3.06,57%,,4.15,39%,76%,1.7,http://www.ufcstats.com/fighter-details/67f272324a030d00
Brandon Davis,Record: 14-10-0,"5' 10""",135 lbs.,"72""",Orthodox,"May 08, 1990",4.68,35%,4.62,58%,,0.74,42%,57%,0.1,http://www.ufcstats.com/fighter-details/cc351e408bbb7d43
Nick Maximov,Record: 8-2-0,"6' 0""",185 lbs.,"76""",Southpaw,"Dec 23, 1997",1.93,45%,2.64,46%,,4.16,45%,35%,0.2,http://www.ufcstats.com/fighter-details/12585614e0ed2626
Mike Jackson,Record: 1-2-0 (1 NC),"6' 2""",170 lbs.,"74""",Orthodox,"Mar 22, 1985",4.49,57%,3.73,62%,,0.71,33%,88%,0.0,http://www.ufcstats.com/fighter-details/0641c21bec209472
Francisco Trinaldo,Record: 28-9-0,"5' 9""",170 lbs.,"70""",Southpaw,"Aug 24, 1978",3.13,45%,2.67,60%,,0.98,42%,60%,0.5,http://www.ufcstats.com/fighter-details/a8283a4f415e1eb9
Aleksei Oleinik,Record: 60-17-1,"6' 2""",240 lbs.,"80""",Orthodox,"Jun 20, 1977",3.29,48%,3.8,44%,,1.82,46%,37%,1.9,http://www.ufcstats.com/fighter-details/98c23cb6da5b3352
Jesse Ronson,Record: 21-12-0 (1 NC),"5' 10""",155 lbs.,"70""",Southpaw,"Dec 24, 1985",3.54,47%,3.39,57%,,0.46,28%,57%,0.5,http://www.ufcstats.com/fighter-details/5580771f383e141f
Krzysztof Jotko,Record: 24-6-0,"6' 1""",185 lbs.,"77""",Southpaw,"Aug 19, 1989",2.98,42%,2.23,57%,,1.33,39%,82%,0.1,http://www.ufcstats.com/fighter-details/4e06913c91da5200
Randy Costa,Record: 6-4-0,"5' 9""",135 lbs.,"73""",Switch,"Jul 06, 1994",6.53,46%,7.58,58%,,0.0,0%,50%,0.0,http://www.ufcstats.com/fighter-details/325ad0dd9126d3df
Alen Amedovski,Record: 8-4-0,"5' 10""",185 lbs.,"74""",Orthodox,"Apr 06, 1988",0.99,30%,3.85,46%,,0.0,0%,0%,0.0,http://www.ufcstats.com/fighter-details/70fa1c64a2c439ef
Louis Cosce,Record: 7-2-0,"5' 9""",170 lbs.,"71""",Orthodox,"Aug 27, 1995",4.31,45%,5.35,47%,,1.04,20%,50%,0.5,http://www.ufcstats.com/fighter-details/afe8d5b39ff7fca2
Mariya Agapova,Record: 10-4-0,"5' 6""",125 lbs.,"68""",Southpaw,"Apr 07, 1997",4.67,55%,3.82,52%,,0.59,66%,47%,0.9,http://www.ufcstats.com/fighter-details/a08ddd04eaffd81d
Cameron VanCamp,Record: 15-7-1 (1 NC),"6' 2""",155 lbs.,"74""",Switch,"Apr 27, 1993",5.31,47%,6.41,40%,,0.0,0%,0%,0.0,http://www.ufcstats.com/fighter-details/87e2468b986ebb79
Nate Diaz,Record: 22-13-0,"6' 0""",170 lbs.,"76""",Southpaw,"Apr 16, 1985",4.57,45%,3.77,52%,,1.05,30%,41%,1.3,http://www.ufcstats.com/fighter-details/8355922d564b152c
Li Jingliang,Record: 19-8-0,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 20, 1988",4.46,42%,3.84,57%,,1.25,41%,60%,0.0,http://www.ufcstats.com/fighter-details/e64b96c07d7ce999
Chris Barnett,Record: 23-8-0,"5' 9""",265 lbs.,"75""",Orthodox,"Jun 14, 1986",4.41,48%,5.87,40%,,0.0,0%,33%,0.0,http://www.ufcstats.com/fighter-details/7a5e8c94a86f9895
Danyelle Wolf,Record: 1-1-0,"5' 11""",145 lbs.,"70""",Orthodox,"Sep 08, 1983",2.37,25%,4.57,47%,,0.0,0%,77%,0.5,http://www.ufcstats.com/fighter-details/a7e3f02fe2b2fe30
Melissa Martinez,Record: 7-1-0,"5' 2""",115 lbs.,"66""",Southpaw,"Aug 18, 1997",3.0,57%,2.53,45%,,1.0,50%,0%,0.0,http://www.ufcstats.com/fighter-details/3f4c3bc822bea45d
Darian Weeks,Record: 5-3-0,"5' 11""",170 lbs.,"72""",Orthodox,"Nov 23, 1993",4.49,51%,4.56,51%,,2.0,30%,100%,0.0,http://www.ufcstats.com/fighter-details/326a001926ffb7ec
Alessio Di Chirico,Record: 13-7-0,"6' 0""",185 lbs.,"74""",Orthodox,"Dec 12, 1989",3.32,39%,3.44,61%,,1.46,39%,83%,0.0,http://www.ufcstats.com/fighter-details/77d7295d1b22c694
Khalid Taha,Record: 13-5-0 (1 NC),"5' 5""",135 lbs.,"69""",Orthodox,"Feb 15, 1992",2.64,32%,4.12,46%,,0.0,0%,61%,0.2,http://www.ufcstats.com/fighter-details/b4537562f88ac582
Luke Rockhold,Record: 16-6-0,"6' 3""",185 lbs.,"77""",Southpaw,"Oct 17, 1984",4.1,49%,2.68,53%,,0.7,29%,65%,1.0,http://www.ufcstats.com/fighter-details/00e11b5c8b7bfeeb
Wu Yanan,Record: 13-6-0,"5' 8""",135 lbs.,"66""",Orthodox,"Apr 18, 1996",4.23,41%,4.95,49%,,0.62,30%,63%,0.2,http://www.ufcstats.com/fighter-details/fdbefee0827e1567
Harry Hunsucker,Record: 7-6-0,"6' 2""",205 lbs.,"75""",Orthodox,"Jan 03, 1989",3.54,52%,6.53,42%,,0.0,0%,0%,2.0,http://www.ufcstats.com/fighter-details/f703250471acaf96
Leonardo Santos,Record: 18-7-1,"6' 0""",155 lbs.,"75""",Orthodox,"Feb 05, 1980",2.82,46%,3.4,54%,,0.88,25%,86%,0.2,http://www.ufcstats.com/fighter-details/9c65736747ca92ec
Luis Saldana,Record: 16-7-1,"5' 11""",145 lbs.,"73""",Orthodox,"Jan 27, 1991",5.16,50%,3.65,60%,,0.64,17%,44%,0.2,http://www.ufcstats.com/fighter-details/12e0fdc606f7e274
Francisco Figueiredo,Record: 13-5-1 (1 NC),"5' 6""",125 lbs.,"68""",Southpaw,"Oct 23, 1989",2.04,61%,2.59,61%,,2.51,75%,76%,0.4,http://www.ufcstats.com/fighter-details/cdadae5363b66eef
Dominick Cruz,Record: 24-4-0,"5' 8""",135 lbs.,"68""",Orthodox,"Mar 09, 1985",3.91,33%,2.61,70%,,2.82,42%,83%,0.1,http://www.ufcstats.com/fighter-details/10f3ba6cd2f44a97
Nina Nunes,Record: 11-7-0,"5' 5""",125 lbs.,"64""",Orthodox,"Dec 03, 1985",4.39,45%,3.47,55%,,0.24,33%,73%,0.5,http://www.ufcstats.com/fighter-details/d343df8ba11f4c4e
Charlie Ontiveros,Record: 11-9-0,"6' 2""",155 lbs.,"74""",Switch,"Jul 04, 1991",1.89,41%,5.86,31%,,0.0,0%,30%,0.0,http://www.ufcstats.com/fighter-details/318572f6f74b760d
Jason Witt,Record: 19-9-0,"5' 10""",170 lbs.,"70""",Orthodox,"Nov 07, 1986",2.15,44%,2.54,52%,,6.9,48%,100%,0.9,http://www.ufcstats.com/fighter-details/5f3805dda9661cba
Thiago Santos,Record: 22-11-0,"6' 2""",205 lbs.,"76""",Orthodox,"Jan 07, 1984",3.72,48%,2.57,53%,,0.88,33%,65%,0.1,http://www.ufcstats.com/fighter-details/dea070ed4a2a8281
Sam Alvey,Record: 33-18-1 (1 NC),"6' 2""",185 lbs.,"75""",Southpaw,"May 06, 1986",3.28,44%,3.63,52%,,0.06,14%,82%,0.1,http://www.ufcstats.com/fighter-details/d156513a19acf856
Miranda Granger,Record: 7-3-0,"5' 7""",115 lbs.,"68""",Orthodox,"Apr 13, 1992",2.79,47%,2.57,57%,,0.0,0%,33%,0.0,http://www.ufcstats.com/fighter-details/7559395ad833c074
Julianna Pena,Record: 12-5-0,"5' 6""",135 lbs.,"69""",Orthodox,"Aug 19, 1989",3.16,47%,2.3,50%,,1.94,55%,23%,0.8,http://www.ufcstats.com/fighter-details/3253b16d38ae087d
Hamdy Abdelwahab,Record: 5-0-0 (1 NC),"6' 2""",264 lbs.,"72""",Southpaw,"Jan 22, 1993",3.87,52%,3.13,59%,,3.0,75%,0%,0.0,http://www.ufcstats.com/fighter-details/3329d692aea4dc28
Alexander Gustafsson,Record: 18-8-0,"6' 5""",205 lbs.,"79""",Orthodox,"Jan 15, 1987",4.03,40%,3.53,51%,,1.53,39%,83%,0.4,http://www.ufcstats.com/fighter-details/3c6976f8182d9527
Mason Jones,Record: 11-2-0 (1 NC),"5' 10""",155 lbs.,"74""",Orthodox,"Apr 26, 1995",5.61,44%,4.94,46%,,3.16,45%,80%,0.0,http://www.ufcstats.com/fighter-details/f6ad6a1e4d600e0d
Damir Hadzovic,Record: 14-7-0,"5' 9""",155 lbs.,"70""",Orthodox,"Aug 08, 1986",3.36,48%,3.26,62%,,0.78,55%,34%,0.2,http://www.ufcstats.com/fighter-details/38c626ca912c7bac
Charles Rosa,Record: 14-8-0,"5' 9""",145 lbs.,"69""",Switch,"Aug 24, 1986",3.08,36%,3.86,47%,,1.67,35%,38%,1.0,http://www.ufcstats.com/fighter-details/40093d1d2d78394e
Claudio Silva,Record: 14-4-0,"5' 11""",170 lbs.,"71""",Southpaw,"Sep 06, 1982",2.48,42%,3.0,46%,,2.85,26%,44%,1.1,http://www.ufcstats.com/fighter-details/6f7c616b98e18c29
Shane Burgos,Record: 15-3-0,"5' 11""",145 lbs.,"75""",Orthodox,"Mar 19, 1991",7.4,52%,6.78,56%,,0.43,44%,91%,0.4,http://www.ufcstats.com/fighter-details/98d961097baaf308
Dwight Grant,Record: 11-6-0,"6' 1""",185 lbs.,"76""",Switch,"Sep 14, 1984",3.29,36%,2.66,60%,,0.61,100%,66%,0.0,http://www.ufcstats.com/fighter-details/8be158ca1e5ea6a0
